area_sqft,bedrooms,bathrooms,floor,age_years,location_score,has_gated,distance_km,parking,near_metro,price
897,1,1,6,2,7.64,1,9.18,0,0,6159955
631,4,4,4,9,5.92,0,5.22,1,0,3332671
941,3,3,0,2,8.65,0,2.07,1,0,6061192
767,3,3,11,3,6.97,0,3.17,1,0,4456507
1875,3,3,8,2,7.01,1,9.76,1,0,12425505
1553,4,3,6,1,9.59,0,1.77,0,0,10738399
1197,3,3,1,14,5.39,1,12.87,1,0,7665420
1792,3,2,5,2,7.32,1,1.31,1,0,11781587
1231,2,2,1,5,6.73,0,6.92,1,0,6991332
855,3,3,0,0,7.8,0,4.98,0,0,4752444
1809,2,2,6,10,9.89,0,6.92,0,0,12501151
1416,3,3,1,3,6.09,0,2.88,1,0,8062436
785,3,2,1,11,5.2,0,13.49,1,0,4284662
1124,3,2,10,4,5.79,0,5.0,1,1,6194431
850,1,1,4,2,6.65,0,1.7,1,0,4499001
647,2,1,4,6,7.1,0,5.09,0,0,3718693
1570,3,2,6,1,7.17,0,1.69,1,0,9456585
1964,2,2,0,5,9.7,0,1.74,1,0,13351033
641,2,2,7,3,9.44,1,2.55,0,0,4783354
1425,1,1,2,19,8.95,1,9.57,0,0,9929258
940,5,5,3,1,10.0,1,3.47,0,0,7205905
1005,3,3,8,9,8.24,0,5.68,0,0,6459862
963,3,3,3,2,8.66,0,2.49,1,0,6520909
854,2,2,9,3,8.21,0,1.53,1,0,5193535
1219,3,2,11,4,7.96,0,15.47,1,0,7181945
868,4,4,4,19,7.59,0,4.63,1,0,5377283
1308,3,3,6,2,6.4,1,13.59,1,0,8205911
1180,2,1,3,1,5.13,0,1.14,1,0,5947371
1104,2,1,0,3,6.8,0,0.79,0,1,6526429
837,2,2,8,1,7.85,1,9.68,1,1,5907755
969,3,2,3,1,7.11,0,5.71,1,0,5150908
1502,4,4,8,7,5.4,0,1.03,0,0,7636166
1400,2,2,5,1,6.75,0,1.57,1,0,7959746
809,1,1,0,0,6.67,0,8.06,1,0,4757118
1240,2,1,11,10,6.91,1,3.02,1,1,8495972
1501,5,5,2,4,7.74,0,5.55,0,0,8651356
532,2,1,10,1,8.06,0,1.92,1,0,3554392
1417,4,3,1,2,6.25,1,2.4,1,0,9049499
935,3,2,8,8,8.47,1,23.4,0,0,6348735
1428,3,2,11,3,8.7,1,1.42,0,0,10244144
895,2,2,0,5,7.48,1,3.53,1,0,6168939
478,2,1,8,1,8.0,0,9.3,0,0,3140213
549,3,3,8,7,8.48,0,1.37,1,0,3705331
1219,4,3,7,3,5.35,0,2.68,1,0,6398205
1304,3,2,7,8,8.58,0,4.77,0,0,8185043
838,3,3,10,13,5.81,1,3.28,0,0,5349886
1455,1,1,11,8,5.96,1,3.08,1,0,8742732
535,5,4,0,3,7.29,0,2.25,0,1,3145640
1174,4,3,10,2,3.78,0,4.42,0,0,4936884
716,2,1,7,3,7.26,0,4.9,1,0,4369464
939,5,4,9,1,8.47,1,5.3,1,0,7148141
1219,3,3,2,2,4.53,0,0.36,1,0,5967620
856,3,2,10,13,8.63,1,4.99,0,0,5916981
1046,3,2,6,4,5.95,1,15.31,1,0,6710222
1603,4,3,10,5,7.31,1,3.89,1,1,11073130
969,3,3,0,7,6.17,1,6.28,1,0,6202439
1534,2,2,0,7,7.86,1,4.07,1,1,10747319
748,3,2,9,1,8.54,0,9.65,0,1,4942580
1412,4,4,4,14,7.97,0,13.27,1,1,8732112
1777,2,1,4,2,6.99,0,1.02,1,0,10309683
300,3,2,7,10,6.29,0,2.87,1,0,1758398
881,3,3,6,12,6.9,1,2.49,1,0,5690706
1431,3,3,7,10,7.98,0,2.6,1,0,8694694
1119,3,3,5,7,8.04,1,0.67,0,0,7803501
1348,4,3,5,0,7.83,0,8.4,1,0,8526991
958,2,1,1,4,5.08,0,0.2,0,0,4597855
1235,2,2,5,7,6.97,1,3.76,1,1,8508450
1138,2,1,4,4,6.05,0,5.42,1,0,6025124
1667,4,3,2,16,8.0,0,1.16,1,0,10055807
1302,3,2,5,3,5.85,0,11.81,0,0,6813738
1335,2,2,7,3,7.68,1,9.12,1,0,9489522
1035,4,3,8,2,6.58,0,3.18,1,0,5773928
1005,4,3,0,3,4.18,0,2.65,1,1,4588710
1027,4,4,2,7,8.4,0,1.35,0,0,6665871
1358,4,3,2,10,6.96,1,6.55,1,0,8747332
1032,2,1,10,9,8.91,1,0.71,0,0,7725484
1316,4,3,7,13,4.5,0,5.7,0,0,6498574
2030,3,2,0,17,6.56,0,9.24,0,0,11163499
1548,4,3,4,14,6.68,1,1.3,0,0,10233905
1070,3,2,2,0,7.41,0,10.07,1,0,6545518
1680,4,4,1,11,5.01,0,0.2,1,0,8854155
1037,3,2,7,2,7.82,0,12.2,1,0,6300509
385,2,2,2,1,9.87,1,0.63,0,0,3161903
797,3,2,6,8,7.71,0,5.19,1,1,5089735
452,5,4,11,3,7.14,0,1.44,1,0,2945385
1059,4,3,10,0,4.93,1,9.06,0,0,6687952
1207,1,1,0,1,5.84,1,3.59,1,0,7525518
1871,2,2,5,0,6.92,0,0.73,1,1,10650990
1331,2,1,2,19,6.21,0,4.23,1,1,7404741
1112,3,2,7,0,8.54,1,2.62,1,0,8083459
1532,4,4,5,2,7.8,1,5.42,1,0,10578595
316,2,2,11,4,10.0,1,10.68,0,0,2614615
1294,3,3,1,4,5.53,0,2.63,1,0,7133857
1508,4,3,5,19,7.05,0,1.71,0,0,8754587
609,3,3,6,0,4.92,1,0.2,1,0,3396472
1658,3,2,4,6,3.67,1,4.28,1,0,8804248
1335,3,2,2,9,8.08,0,2.57,1,1,8407207
1034,3,2,3,21,7.74,0,2.35,1,0,6488637
1453,2,1,3,8,5.72,1,1.01,1,0,8953752
2108,3,2,5,13,7.14,0,2.81,0,0,12582214
1273,3,2,9,1,6.06,0,20.82,1,0,6629092
1299,4,4,0,4,6.26,0,1.77,1,0,7182208
1016,3,2,10,4,6.52,0,4.58,1,0,5472911
860,4,3,3,17,5.66,0,7.49,1,0,4593035
1532,2,1,9,1,5.93,1,6.91,0,0,9251812
858,3,3,3,1,5.97,0,1.99,0,0,4568468
1229,1,1,9,3,7.63,0,4.72,1,0,7653462
1009,2,1,0,0,2.84,0,10.25,1,0,3817967
1392,3,3,8,2,6.66,0,0.2,0,0,7732719
1333,5,5,3,27,5.37,0,2.86,1,0,7023738
1615,2,1,6,4,5.42,0,1.27,1,0,8333875
996,3,3,11,8,6.21,1,2.46,0,0,6164565
1092,4,4,2,10,6.98,0,2.69,1,0,6458493
808,2,2,9,4,6.68,0,6.87,1,0,4793363
1022,3,2,11,1,5.4,0,0.49,1,0,5429266
1351,3,3,2,2,8.08,0,3.59,1,1,8137014
1503,3,2,7,3,5.65,1,4.15,1,0,9023612
831,2,1,7,8,5.9,0,3.41,1,0,4675707
1548,3,2,10,4,7.43,1,6.58,0,0,10504878
1742,4,3,11,0,7.48,0,2.42,0,0,10620064
1365,3,2,0,6,6.08,1,14.5,1,0,8563240
1951,1,1,9,20,2.6,0,3.29,1,0,7929717
890,4,3,1,13,5.67,1,4.23,0,0,5440927
702,1,1,7,14,7.24,0,8.73,1,0,3938226
489,3,2,0,13,8.03,0,1.61,0,1,2691148
1798,2,1,11,3,6.88,1,0.39,1,0,11574411
1462,5,5,7,12,6.28,1,6.15,0,0,8953320
1178,3,2,7,1,10.0,0,3.3,1,0,8037219
1312,3,2,1,9,6.44,0,11.34,1,1,7234582
750,2,1,3,8,7.92,0,20.28,0,0,4235690
2178,3,2,5,0,5.0,1,2.55,1,0,12960165
1252,4,3,11,12,5.36,0,2.68,1,1,6449105
1244,5,5,10,19,7.97,0,2.62,1,0,7891556
1490,3,3,8,2,8.57,1,1.96,0,0,10646947
1392,3,2,7,13,6.42,1,7.61,1,0,8595085
1290,3,3,11,1,4.23,1,7.11,0,0,6766498
884,4,4,7,7,6.75,1,3.26,1,1,5530593
1389,3,3,6,5,7.28,1,0.23,1,0,9684744
1953,3,2,8,6,7.15,0,1.85,1,1,12022011
1738,3,2,1,21,6.15,0,1.73,1,1,9647270
1837,3,2,2,16,6.77,1,8.33,0,0,11692316
996,1,1,9,12,5.88,0,0.46,0,0,5249570
804,3,3,7,3,5.33,1,8.19,1,0,4641755
1150,3,2,5,19,8.13,0,5.53,0,0,7263416
1222,4,3,9,1,7.15,0,6.59,0,0,7134331
1638,2,2,8,15,6.77,1,2.83,1,0,10007705
523,3,3,9,3,6.24,1,5.69,0,0,3048056
1812,3,3,3,0,6.73,0,4.7,1,0,9811359
1137,3,3,7,9,7.24,1,7.33,0,0,7847352
1029,2,1,9,2,9.59,1,2.96,1,1,8025209
795,3,2,2,2,7.98,0,3.2,1,0,5113993
538,3,3,2,3,6.0,0,5.16,1,1,3061238
1529,3,2,7,1,6.02,1,0.57,0,0,9784682
1229,3,2,4,2,5.78,1,2.87,1,0,7833331
684,3,3,2,0,6.7,0,17.87,1,0,3783141
682,4,3,9,5,5.78,1,0.2,1,0,4751717
1066,2,2,10,1,7.71,1,1.9,1,0,7509786
1868,4,3,0,9,3.03,0,1.89,1,0,7630101
1096,3,3,2,2,7.8,1,5.02,0,0,7535926
599,2,1,11,23,7.41,0,0.56,1,0,3843747
1102,2,1,8,16,8.89,0,4.95,1,0,7250315
1091,3,3,4,3,8.32,1,0.5,1,0,7857894
300,4,3,11,12,5.97,1,0.5,0,0,2278304
1178,3,3,9,13,8.15,1,6.51,1,0,8070265
1108,4,4,1,34,6.75,0,1.96,1,1,5932225
1478,3,2,6,7,4.1,0,18.95,0,1,6830238
1940,3,2,1,1,7.24,0,0.2,0,1,11252875
1651,2,1,3,8,6.06,0,2.94,0,0,8803130
1092,3,2,11,8,7.0,0,0.6,1,0,6419349
757,3,3,6,8,9.48,0,2.16,0,0,5419868
2229,2,2,3,3,7.34,0,31.66,1,0,12370782
1224,2,2,6,16,5.47,1,10.98,1,0,6920341
1206,3,3,6,26,8.45,0,0.25,1,0,8193781
1190,3,2,0,2,7.54,0,4.14,1,0,7564323
1279,5,5,5,1,5.3,0,5.22,0,0,6498526
1142,4,4,8,2,4.59,0,1.18,1,0,5922570
971,3,3,1,14,5.53,0,0.78,1,0,5468295
981,3,3,2,9,8.25,0,11.74,0,0,5928593
1187,3,2,9,8,6.55,1,17.34,0,0,7208468
983,4,4,4,4,7.12,0,24.08,1,0,5618002
915,2,1,8,7,4.99,1,7.8,1,1,5057073
1243,3,2,3,3,8.29,1,5.45,1,0,8813667
1098,4,3,0,5,3.98,1,2.12,0,0,5651562
1802,3,3,3,13,6.02,0,0.94,1,1,10359054
300,3,3,5,32,7.63,1,0.41,0,0,2011488
1637,3,3,4,22,5.32,0,5.91,1,0,8455187
1698,2,2,0,22,7.92,0,7.68,1,0,10322940
371,3,2,3,4,5.7,1,8.76,1,0,2318415
1063,3,3,5,5,5.16,1,12.25,0,0,6059230
1051,1,1,9,10,8.93,0,10.6,1,0,6661597
637,1,1,9,20,7.23,0,41.3,0,0,3178986
889,4,3,3,1,7.78,0,1.4,1,0,5570978
756,2,2,8,3,8.53,0,7.2,1,1,4912287
1901,3,3,4,1,3.07,0,4.41,0,0,8009233
1574,2,1,7,8,7.95,1,1.51,1,0,10995183
1709,4,3,8,3,5.86,1,20.06,1,1,10527191
1489,2,2,9,3,6.06,1,11.41,1,0,9249555
748,3,2,4,1,7.66,0,0.69,1,0,4414369
990,4,4,5,3,6.46,1,0.2,1,0,6650657
1396,4,4,0,16,7.89,1,5.83,1,0,9586781
711,2,1,10,2,6.94,1,4.63,0,0,4658082
1485,4,3,11,10,7.25,0,13.73,1,0,8381308
1104,3,3,6,8,6.26,0,1.33,1,0,5722194
1050,3,3,3,16,5.4,0,0.44,1,0,5589479
1484,2,1,10,1,5.89,0,1.5,1,0,7722001
1378,2,2,1,30,6.85,1,0.2,1,1,9372751
1056,3,2,4,7,9.76,1,0.2,0,0,8208575
1664,3,2,11,43,9.21,0,12.32,0,0,10595567
768,3,3,2,19,6.02,0,2.17,1,0,4712687
1446,3,3,5,2,7.09,0,2.65,1,0,8248952
1437,4,3,7,0,6.57,0,0.2,1,0,8139905
1076,2,2,6,2,7.2,0,1.58,1,0,6200916
1330,3,2,2,6,7.39,1,8.17,0,0,9294951
700,2,1,7,2,7.79,0,4.78,1,0,4681478
1570,4,3,1,1,2.65,1,7.01,1,0,7267640
1126,3,3,9,5,7.55,0,2.96,1,0,6706169
991,5,4,8,0,6.4,0,1.85,1,1,5621425
1620,2,1,3,1,5.94,0,3.3,1,0,8634250
918,2,1,0,4,8.19,1,1.95,1,0,6390278
637,2,2,7,1,9.2,0,9.13,1,0,4175078
577,2,2,6,4,8.03,1,1.77,1,0,4411453
1442,2,2,10,5,6.22,0,5.39,1,0,8399167
688,4,3,4,5,5.39,1,0.74,1,0,3954102
1902,2,2,9,16,2.49,1,5.81,1,0,8799103
367,2,1,4,6,7.27,0,12.23,1,1,2390612
1879,4,4,6,5,7.87,1,4.69,1,0,12681211
1284,3,3,4,4,6.85,0,4.1,1,1,7609567
1161,4,3,7,14,8.4,1,16.24,0,0,8118437
982,2,2,10,18,5.02,0,4.94,1,0,5147189
1360,3,2,5,15,6.74,0,1.5,1,0,8014926
1185,1,1,4,9,6.62,1,1.73,1,0,7620347
1641,2,1,8,1,6.83,1,6.11,1,0,10642165
1246,4,3,10,3,8.75,0,6.65,0,0,7711206
1260,2,1,1,0,6.84,1,1.81,0,0,8320168
1055,3,3,0,21,6.56,0,2.12,0,0,6295370
1177,3,2,7,9,5.59,0,23.58,1,1,6003005
1323,3,3,11,11,8.99,1,0.54,1,0,9790308
516,4,3,2,3,4.85,0,2.59,1,1,3044590
661,1,1,10,15,6.17,0,0.32,1,0,4275999
1497,3,3,11,2,9.54,1,8.6,1,1,11491570
1268,5,4,11,0,7.7,0,0.48,0,0,7909254
1126,3,2,11,4,6.97,1,5.6,0,0,7487995
1207,4,4,6,7,7.03,0,0.29,1,0,6835975
1339,2,1,9,5,5.58,0,5.59,1,0,6924521
984,3,2,10,16,6.9,0,9.26,1,0,5553411
889,2,1,7,1,6.48,1,2.54,1,0,5995526
1278,3,3,5,6,7.27,1,3.69,1,0,8836805
809,5,5,11,6,4.74,0,2.57,0,0,3969285
1363,2,2,9,3,7.6,0,1.79,1,0,8213404
519,3,3,8,14,8.52,1,8.13,1,0,3478921
1612,2,1,6,11,6.69,0,1.59,1,0,9260895
1389,3,2,9,11,7.97,1,6.42,0,1,9433567
1302,3,3,4,17,7.47,0,1.15,1,0,7694268
1593,5,4,7,10,6.09,1,1.44,1,0,10343993
1866,3,2,1,2,5.41,0,2.05,0,1,9908265
1606,3,2,6,10,5.62,1,4.45,1,0,9635298
464,2,1,3,3,7.44,1,3.03,0,0,2798216
688,2,2,8,2,6.92,0,6.84,1,0,3860411
950,2,1,11,1,8.91,0,1.2,1,0,6608919
1210,2,1,0,11,8.19,1,0.2,1,0,8833915
1407,4,3,6,10,8.18,1,7.49,1,0,9831663
910,3,3,5,2,7.39,0,8.62,0,0,5314783
1275,3,2,7,11,5.56,0,0.31,0,0,6194641
898,2,1,4,20,7.49,1,4.72,0,0,5545430
955,4,4,0,1,7.1,0,2.38,0,1,6142772
637,3,3,0,2,5.29,1,7.9,1,0,3967183
831,2,1,8,11,8.81,0,10.37,0,1,5365741
659,3,2,9,3,8.65,1,9.52,1,1,4859548
810,3,2,5,8,5.28,1,7.51,1,0,4458583
1621,2,1,9,1,6.04,1,1.57,1,0,10441140
820,3,2,4,5,6.18,0,8.35,1,0,4282067
2253,3,2,0,11,7.91,1,3.81,1,1,15992918
1397,2,1,5,9,7.74,0,0.27,1,0,8707047
1274,4,3,5,14,7.07,0,3.05,0,1,7490686
857,4,4,2,17,7.41,0,14.25,1,0,4778610
1480,3,3,7,12,5.07,0,10.94,1,0,6988725
970,3,3,0,9,7.57,1,0.54,1,0,6888564
1249,3,2,0,0,6.85,0,6.82,1,0,7207708
2224,3,2,5,6,5.98,1,8.19,1,0,13606378
1162,3,3,9,0,4.7,1,1.58,1,0,6820621
1660,2,1,0,13,7.04,1,3.19,1,0,10558895
919,3,2,5,3,7.54,0,6.21,1,0,5833501
1186,4,3,0,7,4.45,0,2.89,1,1,5823567
1908,3,3,5,3,7.03,1,0.6,1,1,13181600
949,2,2,2,12,7.18,0,6.12,0,0,5013681
1925,4,3,7,17,6.17,0,12.13,1,0,10411226
1483,2,1,5,4,7.57,0,5.28,1,0,9087317
975,2,2,10,16,6.8,0,7.43,0,0,5107169
1453,2,1,0,2,7.42,1,2.22,1,0,9782026
1589,3,3,4,6,7.8,0,1.01,1,0,9617255
1449,4,4,7,16,7.8,0,5.15,1,0,9134550
572,3,3,2,3,8.53,0,1.99,0,1,3849897
909,2,1,11,25,7.51,0,9.83,1,0,5807410
1101,4,3,5,1,6.28,0,0.65,1,0,6310654
1170,4,3,4,0,6.03,0,2.84,1,0,6647735
1448,4,4,5,19,5.41,0,2.53,1,0,7895024
1271,2,2,9,1,7.23,1,13.91,1,0,8452926
666,3,2,0,39,8.98,0,0.83,0,0,4329170
1352,5,4,6,24,6.46,0,0.2,1,0,7632142
1444,4,4,8,1,7.67,0,1.36,0,1,8862475
1424,1,1,1,6,5.87,0,8.58,1,0,7711622
1632,2,2,9,2,7.29,1,1.17,1,1,10999946
1534,3,2,4,4,8.89,0,1.38,1,0,10362594
1384,4,3,9,1,8.03,0,0.7,0,1,8814914
1172,3,3,3,2,4.64,0,6.28,1,0,5437653
536,3,3,5,4,7.86,1,0.36,0,0,3886123
1372,2,1,5,5,7.92,0,2.01,1,0,8608880
1283,3,2,10,30,7.26,1,1.66,1,0,8612191
1309,4,3,1,13,8.0,0,4.05,1,0,8246302
689,3,2,1,11,5.75,1,6.55,1,0,4186008
768,4,3,3,6,7.09,1,3.81,0,0,5150248
1621,5,5,0,15,8.67,0,13.37,1,0,10235254
1184,2,1,8,3,8.53,0,15.13,1,1,7141122
1473,3,3,6,10,7.82,0,2.24,1,0,9113250
1211,2,1,11,41,5.68,0,7.52,1,0,6262032
1212,4,4,6,3,5.44,0,6.71,1,0,6468809
1575,3,3,2,9,7.17,0,11.17,1,0,9294314
994,3,2,10,15,7.27,0,2.97,1,0,5882371
1238,4,3,11,20,6.85,0,3.78,1,0,7030763
1015,3,2,2,10,5.79,0,2.69,1,0,5140345
1026,4,3,0,3,7.66,0,9.5,1,0,6046781
1076,3,3,2,3,7.17,0,1.3,0,0,6248824
1289,2,2,2,0,7.43,1,1.37,1,0,8544147
1009,3,2,3,11,7.89,0,2.33,0,0,6406320
1702,4,3,3,0,6.59,1,1.31,0,0,11035298
842,3,2,2,16,6.27,0,4.12,1,0,4726980
1125,4,4,9,1,8.66,0,0.72,1,1,7560863
1024,4,3,11,2,5.86,0,1.93,0,1,5661692
1779,2,1,7,5,6.3,0,12.23,1,0,9712656
1279,5,5,7,11,8.85,1,2.63,1,0,9739700
1613,2,2,0,1,6.18,1,6.9,1,0,9986317
606,2,1,6,5,6.85,0,0.6,1,0,3607513
1307,2,2,10,5,6.38,1,1.42,1,0,8473634
1556,4,3,1,2,4.33,0,8.23,1,0,7270143
1233,3,2,0,1,6.82,1,7.2,0,0,8117163
1626,2,2,2,14,5.48,1,2.44,0,0,9984914
993,3,3,3,6,7.38,0,15.44,0,0,5719843
1764,3,2,5,0,8.66,0,12.08,1,0,10936614
2120,2,1,9,13,3.68,0,16.39,1,0,9085760
1055,4,3,4,32,6.39,1,2.79,1,0,6940350
1022,4,3,3,7,7.68,0,1.1,1,0,6161156
1781,3,2,7,6,3.72,1,4.93,1,0,9526365
1832,5,4,10,17,9.0,1,5.77,0,0,13282305
991,3,2,11,24,7.57,0,0.67,1,0,6317040
1032,5,5,3,11,8.62,0,7.72,1,0,6836810
1087,3,3,9,5,6.15,1,0.2,0,0,6889453
662,3,3,11,7,6.34,0,3.3,0,0,3666496
833,2,1,1,10,6.76,1,2.01,1,0,5070761
798,4,4,2,2,10.0,0,6.74,1,0,5414857
893,3,3,5,5,8.98,0,1.88,1,0,6010727
1186,2,2,7,14,7.2,0,8.77,1,1,7389530
1294,1,1,7,9,7.38,1,4.52,1,1,9001514
1820,3,3,10,4,7.95,0,7.9,0,0,11459482
801,3,2,8,9,10.0,1,22.71,1,1,6189124
1594,3,2,6,1,7.57,0,5.68,1,0,9608868
1114,4,4,1,4,7.07,1,20.98,1,0,7456396
1180,2,2,7,13,6.49,0,0.2,1,0,6727122
1470,3,3,6,2,7.35,0,2.06,1,1,8718791
751,2,1,7,2,6.12,1,0.57,1,0,4922526
1353,4,3,11,24,7.74,0,1.52,1,0,8681994
1267,4,3,2,2,4.85,0,9.13,1,0,6039394
1397,3,3,6,2,6.61,0,0.2,1,0,8209928
1316,3,2,9,28,8.1,1,3.67,0,0,9180666
2182,3,2,8,11,7.55,1,4.19,1,0,15004476
945,3,2,2,10,6.31,0,4.12,1,0,5400311
988,4,3,9,15,6.65,0,3.22,1,0,5639153
951,3,3,5,1,8.55,1,7.82,0,0,6732177
978,3,3,1,10,5.18,0,0.72,1,0,5051727
945,3,3,1,6,5.19,1,1.86,1,0,5731863
1676,4,3,4,14,5.61,0,4.78,1,0,8622895
1768,3,3,4,6,6.98,1,5.87,1,0,11480557
972,2,1,6,8,4.96,1,2.59,1,0,5643539
867,3,3,11,5,8.43,1,10.41,1,0,6313456
1389,4,3,1,5,5.61,1,2.68,1,0,8185886
979,2,1,10,12,7.34,0,2.58,1,1,6002408
1453,2,2,6,8,6.13,0,0.2,0,1,7860136
1281,2,2,4,8,6.9,0,4.01,0,0,7194435
594,3,2,5,5,4.59,1,6.17,1,0,3317999
1819,3,3,7,6,8.5,1,0.61,1,1,13411222
1918,3,2,9,11,5.56,1,1.82,1,1,11730026
955,3,2,11,14,5.4,0,7.6,0,1,5081288
1045,3,2,3,10,10.0,0,2.28,1,0,7546692
1314,3,2,6,21,7.83,0,1.38,1,0,7838545
1334,4,3,5,14,8.44,1,5.58,0,0,9249429
1463,3,2,9,7,7.69,0,1.1,1,0,9001664
2004,5,4,1,9,6.32,0,11.3,1,0,10840586
1129,3,3,7,21,5.04,1,0.56,1,0,6535099
881,2,1,9,8,6.55,0,6.13,1,0,5305172
648,3,3,8,14,5.53,0,3.46,1,0,3708219
908,3,2,4,9,5.62,0,10.2,0,0,4242747
1187,3,3,9,6,4.63,1,0.67,1,0,6961485
1918,2,1,3,2,7.17,0,5.66,0,0,11044264
993,2,1,5,4,9.36,1,4.24,1,0,7860401
1290,4,3,7,27,7.84,0,3.27,0,0,7511344
1193,2,1,10,9,6.84,1,3.38,1,0,8369040
1675,4,3,2,7,6.94,0,6.4,1,0,9456334
2211,2,2,9,22,2.43,0,13.88,0,0,8284428
988,3,3,10,7,6.36,1,0.48,1,0,6306024
1004,3,3,10,6,4.86,1,0.2,0,0,5713479
1618,3,3,0,11,7.2,0,8.19,1,0,9015196
1473,3,2,3,10,6.61,1,0.57,1,0,9953891
1939,2,1,3,2,5.7,0,21.6,0,1,9449009
1434,1,1,0,5,7.17,1,4.83,0,0,9371693
1056,3,2,8,5,7.15,1,5.26,1,0,7644937
1436,3,2,2,4,9.28,0,1.11,0,0,9877360
1643,4,3,4,6,8.03,1,1.37,1,0,11516163
1528,4,3,5,4,7.33,0,5.38,1,0,8957244
1403,4,3,7,2,5.58,0,12.02,1,1,7374462
1627,4,4,5,4,5.39,1,20.2,1,0,9432455
1668,3,3,2,1,7.9,1,1.1,1,0,12199725
1753,2,1,5,7,6.7,0,0.72,1,0,9692488
1459,4,4,0,15,7.37,0,0.29,0,0,8902736
1133,3,3,3,10,8.47,0,10.14,0,0,7251940
1259,3,2,5,4,4.73,1,1.75,0,0,6972028
1683,2,1,6,1,9.1,0,0.2,0,0,11097107
873,3,2,10,2,8.45,0,1.27,0,0,5217153
1347,3,3,10,6,3.92,0,2.08,1,1,6263722
1043,4,4,9,2,10.0,0,23.54,1,0,7071989
1211,3,2,2,6,7.48,0,3.71,1,0,7730275
1711,3,2,8,2,6.28,0,1.15,0,0,9853865
1276,5,4,11,15,7.78,0,2.04,1,0,7727431
1219,2,1,11,4,5.53,0,2.0,1,0,6817140
656,3,2,6,2,7.82,1,0.2,1,0,4302264
1499,1,1,0,13,5.81,0,0.73,1,0,7961542
1458,3,3,1,3,10.0,1,5.94,1,0,11313547
2065,4,4,0,1,7.09,1,0.64,1,0,13951825
1077,2,2,10,7,7.97,1,1.31,1,0,7689483
1288,4,4,8,7,5.82,1,2.16,0,0,7981374
1300,2,1,8,10,8.22,0,7.09,1,0,8112736
1831,4,4,6,2,6.98,0,4.37,1,1,10998103
1162,4,3,9,5,4.88,0,5.84,0,0,5838299
1312,4,4,2,3,6.64,0,4.19,1,0,7449337
1443,1,1,4,1,9.9,1,5.75,1,0,11385641
1275,5,5,3,17,8.29,1,0.2,1,0,9786269
1021,3,2,6,10,6.43,1,13.36,0,0,6114130
1278,3,2,8,3,4.2,0,0.59,1,1,6653180
1629,4,3,11,7,5.75,1,2.61,1,0,9913538
789,2,1,1,2,4.89,0,7.37,1,1,4377785
1253,4,4,7,18,4.23,0,2.86,0,0,5733279
920,2,2,8,1,8.18,0,14.67,1,0,5843537
1678,3,2,9,0,7.09,1,3.15,1,0,11264463
591,3,2,9,6,9.69,0,10.39,1,0,3739283
976,2,1,8,7,5.5,1,8.33,0,0,6149477
1351,2,1,9,7,7.0,1,19.81,1,1,8432832
1826,1,1,6,0,4.91,1,13.06,1,0,9874644
1174,3,3,8,3,6.11,0,11.42,0,1,6110626
978,3,2,8,6,6.67,1,6.58,1,1,7064597
1952,3,2,2,2,6.44,1,2.29,1,1,12320742
621,2,1,3,16,7.08,0,0.56,1,0,3819436
320,2,1,1,1,8.46,0,5.83,1,0,1939113
1376,3,2,9,5,8.3,0,19.23,0,0,7974795
999,1,1,2,9,5.85,0,6.48,1,0,4983917
792,4,3,10,2,6.95,0,13.21,1,0,4647388
1483,4,3,10,8,8.19,1,8.16,1,0,10418970
1298,3,2,4,14,8.55,0,0.89,1,0,8225665
974,3,2,4,2,6.01,0,1.43,0,1,5574147
688,4,3,5,20,8.06,1,2.09,1,1,5325132
1549,2,2,6,6,7.5,0,0.92,1,0,9532947
1460,2,2,6,3,5.4,1,4.36,1,0,9027618
1160,2,1,0,5,8.2,0,18.54,1,0,6940037
1939,4,3,1,3,7.23,0,7.17,1,0,11437683
772,1,1,11,10,4.39,0,2.75,0,0,3548552
590,3,2,8,13,6.56,0,0.2,0,0,3023695
923,5,5,9,14,7.06,0,1.88,0,0,5466705
1182,4,4,1,34,6.09,1,3.74,1,0,7524568
1297,3,2,5,13,8.84,0,1.96,0,0,8455177
1104,2,1,10,7,8.9,1,0.59,0,0,8216451
1341,4,3,10,3,6.43,0,2.92,1,1,8040839
699,3,3,0,6,6.26,0,1.46,0,0,3818796
1778,2,2,2,0,6.8,1,12.0,1,0,11093351
1167,2,1,1,11,6.7,0,0.54,1,0,6724005
1647,4,3,2,5,6.11,1,0.25,0,0,10298816
1337,3,3,4,0,1.44,1,0.2,1,0,6271533
1383,4,3,10,1,9.63,1,1.99,0,0,10612391
1428,4,3,9,4,7.0,0,5.4,1,0,8056936
1379,3,2,5,7,6.73,0,6.55,1,0,8049913
1457,3,3,8,5,7.49,1,3.02,0,0,10008306
1732,3,2,11,8,6.88,1,5.77,0,0,11211881
1279,3,2,10,5,6.35,0,2.23,1,0,7441962
1484,3,3,9,9,5.49,0,5.51,0,0,7856662
1164,4,3,11,2,4.24,0,0.21,0,0,5430939
1776,3,2,11,1,4.97,0,2.48,1,0,8731566
929,4,3,3,7,5.32,0,7.82,1,1,4922791
1920,3,2,6,5,7.98,0,8.12,1,0,11902376
1184,3,3,5,0,8.09,1,6.3,1,1,8446627
628,3,2,1,4,5.68,1,1.14,1,0,3770177
